route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
3,A20151206WKD,A20151206WKD_014700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_018250_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_022700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_026250_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_030700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_033550_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_036700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_040150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_047000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_054650_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_063300_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_070950_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_079000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_086950_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_094800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_102750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_110850_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_118500_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_040900_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_048150_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_055950_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_047650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_055350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_064000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_071750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_079800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_087750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_095600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_103450_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_111700_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_119200_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_126600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_134650_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_031300_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_034700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_037900_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_044900_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_052350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_060800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_068550_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_076600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_084550_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_092400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_100100_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_107650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_115300_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_123200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_130800_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_137950_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_036900_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_044100_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_051750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_059700_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_067750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_075800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_083750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_091600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_099500_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_107050_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_034750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_041600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_048750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_000250_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_004700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_008250_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_012700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_016250_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_020700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_024250_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_028700_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_031750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_038650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_046000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_053700_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_048300_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_055950_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_063750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_071800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_079750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_087800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_096100_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_103400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_111300_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_119000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_127200_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_134600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_142650_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_146300_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_035950_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_043600_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_051200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_059050_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_067000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_074950_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_083000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_091200_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_098450_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_106500_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_114200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_122000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_129600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_137050_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_045400_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_053000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_061300_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_069400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_077350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_085400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_093600_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_101150_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_044200_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_051800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_059950_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_067800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_075750_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_083800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_091800_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_099000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_107300_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_115000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_123000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_130650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_138250_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_033950_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_041500_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_048750_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_056650_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_064700_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_072550_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_080600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_088550_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_096400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_104150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_112550_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_120100_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_127600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_042100_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_049450_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_057450_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_065700_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_073350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_081400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_089500_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_097200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_104900_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_047400_3..S03R,NEW LOTS AV,1,,3..S03R
3,A20151206WKD,A20151206WKD_055000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_062950_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_071000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_078950_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_087000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_095300_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_102900_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_110500_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_118200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_126000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_133650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_033150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_040600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_047800_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_055600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_042350_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_049800_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_058400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_066150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_074200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_082150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_090200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_098200_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_105650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_113700_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_121450_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_129600_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_136750_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_038900_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_045700_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_052950_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_061700_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_069350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_077400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_085350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_093100_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_100700_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_108450_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_116100_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_123800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_132050_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_139150_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_039650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_046600_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_054300_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_062100_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_070200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_078150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_086200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_094400_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_101650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_109700_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_117300_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_125000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_132650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_140250_3..S42R,TIMES SQ - 42 ST,1,,3..S42R
3,A20151206WKD,A20151206WKD_144100_3..N42R,HARLEM - 148 ST,0,,3..N42R
3,A20151206WKD,A20151206WKD_049800_3..S03R,NEW LOTS AV,1,,3..S03R
3,A20151206WKD,A20151206WKD_057600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_065350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_073400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_081350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_089400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_097500_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_104650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_112900_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_120600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_128400_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_135600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_051150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_049150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_056800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_064550_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_072600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_080550_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_088600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_096800_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_104000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_112100_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_119800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_105100_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_102200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_100600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_108900_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_116600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_046350_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_053850_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_062500_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_070150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_078200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_086150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_094000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_101350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_109250_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_116900_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_124600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_133350_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_140350_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_102050_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_110050_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_117700_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_125600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_092200_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_099650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_108100_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_115800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_124000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_131650_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_043000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_050500_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_058250_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_066300_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_074150_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_082200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_090400_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_097850_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_105700_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_113350_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_121000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206WKD,A20151206WKD_128600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206WKD,A20151206WKD_135850_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_045000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_053600_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_061800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_070400_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_078600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_087200_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_095400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_104000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_112200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_120850_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_129200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_136550_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_036550_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_044000_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_052200_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_060800_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_069000_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_077600_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_085800_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_094400_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_102600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_111250_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_119600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_128050_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_136400_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_038050_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_046400_3..S01R,NEW LOTS AV,1,,3..S01R
3,A20151206SAT,A20151206SAT_054600_3..N01R,HARLEM - 148 ST,0,,3..N01R
3,A20151206SAT,A20151206SAT_063200_3..S01R,NEW LOTS AV,1,,3..S01R
